order_id,customer_id,store_id,channel,order_ts,order_status,currency,payment_mode
ORD0000093,CUST008895,ST033,Store,2026-02-17 17:19:55,Completed,INR,Card
ORD0000094,CUST016103,,Web,2026-03-07 07:10:35,Completed,INR,UPI
ORD0000095,CUST013813,,Web,2025-10-27 10:41:34,Completed,INR,Card
ORD0000096,CUST016214,ST034,Store,2026-05-09 21:51:26,Completed,INR,Card
ORD0000097,CUST016207,,Web,2026-06-14 14:00:35,Completed,INR,NetBanking
ORD0000098,CUST006612,,Web,2025-10-18 07:11:57,Completed,INR,UPI
ORD0000099,CUST002330,ST014,Store,2026-10-07 13:53:14,Completed,INR,UPI
ORD0000100,CUST006199,ST013,Store,2025-06-11 17:07:32,Completed,INR,UPI
ORD0000101,CUST018808,ST028,Store,2025-11-30 19:50:08,Completed,INR,UPI
ORD0000102,CUST024552,,App,2025-02-19 12:07:56,Returned,INR,UPI
ORD0000103,CUST003508,ST030,Store,2025-01-30 17:41:23,Completed,INR,COD
ORD0000104,CUST016293,ST027,Store,2025-11-11 17:04:37,Cancelled,INR,UPI
ORD0000105,CUST006522,ST033,Store,2026-01-03 12:28:34,Completed,INR,COD
ORD0000106,CUST016905,ST023,Store,2026-10-18 14:40:16,Completed,INR,COD
ORD0000107,CUST023239,ST015,Store,2025-10-12 14:35:46,Completed,INR,UPI
ORD0000108,CUST011874,,Web,2025-12-29 10:25:07,Completed,INR,UPI
ORD0000109,CUST016159,ST011,Store,2026-04-17 14:29:26,Cancelled,INR,UPI
ORD0000110,CUST009563,ST010,Store,2025-07-09 20:50:37,Completed,INR,Card
ORD0000111,CUST012747,,App,2025-09-10 22:51:23,Completed,INR,UPI
ORD0000112,CUST014201,,App,2025-11-10 09:44:53,Completed,INR,UPI
ORD0000113,CUST022886,ST042,Store,2025-07-08 16:19:29,Returned,INR,NetBanking
ORD0000114,CUST009714,,Web,2025-05-17 19:53:18,Completed,INR,UPI
ORD0000115,CUST023027,,App,2025-07-29 21:37:37,Completed,INR,Card
ORD0000116,CUST009630,ST010,Store,2025-02-25 22:31:06,Completed,USD,Wallet
ORD0000117,CUST007142,ST032,Store,2025-08-07 10:16:55,Completed,INR,UPI
ORD0000118,CUST003146,ST015,Store,2025-02-08 11:53:39,Completed,INR,UPI
ORD0000119,CUST022857,,App,2026-10-09 12:40:38,Completed,INR,UPI
ORD0000120,CUST007984,ST008,Store,2025-05-30 10:43:52,Completed,INR,UPI
ORD0000121,CUST021948,,App,2025-08-17 12:05:05,Completed,INR,UPI
ORD0000122,CUST000922,ST004,Store,2025-10-17 07:18:59,Completed,INR,Card
ORD0000123,CUST000736,ST032,Store,2025-08-08 09:57:21,Completed,INR,Card
ORD0000124,CUST011125,,Web,2026-11-22 20:50:49,Completed,INR,COD
ORD0000125,CUST003558,ST030,Store,2025-12-08 11:22:54,Completed,INR,UPI
ORD0000126,CUST024425,,Web,2025-05-09 11:42:17,Completed,INR,Card
ORD0000127,CUST013610,,Web,2026-04-25 11:39:03,Completed,INR,Card
ORD0000128,CUST021979,,Web,2026-02-08 08:21:14,Returned,INR,COD
ORD0000129,CUST005217,,App,2025-07-20 10:09:34,Completed,INR,Card
ORD0000130,CUST014979,,Web,2026-02-08 19:45:28,Completed,INR,UPI
ORD0000131,CUST024890,,Web,2025-04-29 19:12:46,Completed,INR,COD
ORD0000132,CUST001309,ST011,Store,2026-04-05 07:41:22,Completed,USD,UPI
ORD0000133,CUST015979,,Web,2025-10-29 09:31:25,Completed,INR,UPI
ORD0000134,CUST004924,,App,2025-03-25 12:37:37,Completed,INR,NetBanking
ORD0000135,CUST023020,,Web,2025-07-26 14:48:06,Completed,INR,NetBanking
ORD0000136,CUST010220,ST004,Store,2026-01-28 07:13:46,Cancelled,INR,UPI
ORD0000137,CUST015592,ST039,Store,2026-06-25 16:36:59,Completed,INR,NetBanking
ORD0000138,CUST001444,,Web,2026-03-07 16:27:02,Completed,INR,UPI
ORD0000139,CUST005073,ST020,Store,2026-03-14 22:21:24,Completed,INR,COD
ORD0000140,CUST012667,ST016,Store,2026-02-05 14:36:54,Completed,INR,Card
ORD0000141,CUST018177,,App,2025-08-09 16:19:54,Completed,INR,Wallet
ORD0000142,CUST016827,ST022,Store,2026-03-14 15:38:09,Completed,INR,UPI
ORD0000143,CUST024219,,App,2026-05-06 19:16:24,Completed,INR,Card
ORD0000144,CUST004942,,App,2025-05-02 15:31:57,Completed,INR,UPI
ORD0000145,CUST011814,ST026,Store,2025-11-14 08:23:54,Completed,INR,Wallet
ORD0000146,CUST017879,ST035,Store,2026-01-25 12:46:42,Returned,INR,NetBanking
ORD0000147,CUST000016,,App,2025-09-15 09:05:33,Completed,INR,UPI
ORD0000148,CUST012674,ST042,Store,2025-10-19 18:14:01,Completed,INR,Wallet
ORD0000149,CUST000617,,Web,2025-07-08 20:40:13,Completed,INR,Card
ORD0000150,CUST022266,ST032,Store,2026-05-01 08:30:34,Completed,INR,Wallet
ORD0000151,CUST020600,,App,2026-04-12 12:56:13,Completed,INR,Card
ORD0000152,CUST019137,ST026,Store,2026-10-14 10:24:41,Completed,INR,COD
ORD0000153,CUST013565,,Web,2026-10-21 11:21:32,Completed,INR,NetBanking
ORD0000154,CUST015105,ST011,Store,2026-06-21 07:16:58,Completed,INR,Card
ORD0000155,CUST002537,,Web,2025-05-29 13:34:06,Completed,INR,Card
ORD0000156,CUST004087,,Web,2025-10-12 19:43:14,Completed,INR,UPI
ORD0000157,CUST010949,,App,2025-06-26 21:07:39,Returned,INR,UPI
ORD0000158,CUST016750,,Web,2025-01-19 22:15:14,Completed,INR,UPI
ORD0000159,CUST005009,ST013,Store,2026-05-31 11:14:01,Completed,INR,Card
ORD0000160,CUST024943,ST017,Store,2025-12-03 11:28:40,Completed,INR,UPI
ORD0000161,CUST008015,ST011,Store,2026-05-13 22:39:00,Completed,USD,NetBanking
ORD0000162,CUST019284,ST001,Store,2025-06-11 21:00:37,Completed,INR,Card
ORD0000163,CUST009154,ST039,Store,2026-03-09 09:32:02,Completed,INR,UPI
ORD0000164,CUST019495,ST036,Store,2025-01-29 14:26:47,Completed,INR,UPI
ORD0000165,CUST000720,,Web,2026-01-27 08:24:01,Completed,INR,UPI
ORD0000166,CUST006742,,App,2026-02-01 22:15:19,Cancelled,INR,Card
ORD0000167,CUST000478,,Web,2025-11-11 21:32:35,Completed,INR,UPI
ORD0000168,CUST016985,ST011,Store,2025-03-07 13:22:14,Completed,INR,Wallet
ORD0000169,CUST012644,ST019,Store,2025-07-13 15:52:52,Completed,INR,COD
ORD0000170,CUST019158,ST010,Store,2025-12-31 08:03:06,Completed,INR,Card
ORD0000171,CUST019646,ST005,Store,2026-03-19 16:07:29,Completed,INR,COD
ORD0000172,CUST017799,ST024,Store,2026-04-03 08:02:12,Completed,INR,COD
ORD0000173,CUST013799,,Web,2025-10-01 19:38:59,Completed,INR,UPI
ORD0000174,CUST004036,,Web,2025-05-01 08:36:03,Completed,INR,UPI
ORD0000175,CUST006198,,Web,2025-05-23 13:27:03,Completed,INR,UPI
ORD0000176,CUST022799,ST037,Store,2026-02-10 17:53:45,Completed,INR,COD
ORD0000177,CUST014890,ST027,Store,2026-03-19 10:33:32,Cancelled,INR,Card
ORD0000178,CUST002608,,Web,2026-03-23 21:59:33,Completed,INR,Card
ORD0000179,CUST012495,,Web,2025-04-22 09:24:20,Cancelled,INR,NetBanking
ORD0000180,CUST005266,,Web,2025-08-15 16:35:47,Completed,INR,Card
ORD0000181,CUST017634,ST041,Store,2025-05-31 08:00:01,Completed,INR,Card
ORD0000182,CUST015231,ST007,Store,2025-08-18 13:02:09,Completed,USD,Card
ORD0000183,CUST012849,ST039,Store,2025-05-14 15:22:26,Completed,INR,Card
ORD0000184,CUST018358,ST038,Store,2025-12-16 16:04:25,Completed,INR,NetBanking
ORD0000185,CUST024580,ST022,Store,2026-05-29 07:29:54,Completed,INR,NetBanking
ORD0000186,CUST018064,,App,2026-02-26 08:01:06,Completed,SGD,NetBanking
ORD0000187,CUST020879,,App,2025-05-11 20:38:35,Cancelled,INR,UPI
ORD0000188,CUST018181,ST034,Store,2026-05-29 12:58:15,Completed,INR,Card
ORD0000189,CUST010461,ST023,Store,2025-01-02 14:59:19,Completed,INR,Card
ORD0000190,CUST013619,ST003,Store,2026-02-20 22:40:47,Completed,INR,COD
ORD0000191,CUST001969,ST024,Store,2026-03-09 09:28:39,Completed,INR,UPI
ORD0000192,CUST024525,ST006,Store,2025-01-04 09:48:52,Completed,INR,COD
ORD0000193,CUST017650,ST004,Store,2025-02-16 16:18:10,Completed,INR,Card
ORD0000194,CUST007238,ST033,Store,2025-04-22 09:59:59,Completed,INR,UPI
ORD0000195,CUST007122,ST033,Store,2026-06-02 21:51:19,Completed,INR,Card
ORD0000196,CUST004802,,Web,2026-02-24 21:04:52,Completed,INR,UPI
ORD0000197,CUST024183,,Web,2025-09-27 22:31:50,Completed,INR,Card
ORD0000198,CUST003603,ST035,Store,2025-01-01 14:43:19,Completed,INR,UPI
ORD0000199,CUST017854,,Web,2026-03-05 11:58:14,Completed,INR,UPI
ORD0000200,CUST002036,ST008,Store,2026-10-20 20:51:20,Completed,INR,COD
ORD0000201,CUST017874,ST035,Store,2025-05-06 08:19:25,Completed,INR,UPI
ORD0000202,CUST005105,ST011,Store,2025-11-17 16:03:49,Completed,INR,UPI
ORD0000203,CUST015986,,Web,2025-03-10 18:23:53,Completed,INR,UPI
ORD0000204,CUST000556,,App,2025-05-31 21:55:19,Completed,INR,Card
ORD0000205,CUST020948,ST035,Store,2025-12-01 10:16:43,Completed,INR,Card
ORD0000206,CUST011174,,App,2026-05-09 14:08:09,Returned,INR,UPI
ORD0000207,CUST004104,,Web,2026-05-04 22:44:23,Completed,INR,COD
ORD0000208,CUST001631,,App,2025-04-24 13:59:12,Cancelled,INR,Card
ORD0000209,CUST014549,,Web,2026-01-23 13:37:36,Completed,USD,UPI
ORD0000210,CUST003293,ST019,Store,2025-11-18 14:14:43,Completed,INR,UPI
ORD0000211,CUST005099,ST031,Store,2026-11-24 15:13:23,Completed,INR,Card
ORD0000212,CUST010137,,Web,2025-01-31 19:32:29,Cancelled,INR,UPI
ORD0000213,CUST024245,ST011,Store,2025-03-26 16:40:13,Completed,INR,UPI
ORD0000214,CUST023633,ST032,Store,2025-06-23 07:44:19,Completed,INR,UPI
ORD0000215,CUST010024,,Web,2025-02-28 19:53:18,Completed,INR,Card
ORD0000216,CUST017746,ST009,Store,2026-04-10 21:23:39,Completed,INR,Card
ORD0000217,CUST007667,ST010,Store,2026-11-02 15:14:27,Returned,INR,Card
ORD0000218,CUST009486,,Web,2026-10-20 11:53:15,Completed,INR,UPI
ORD0000219,CUST018518,,App,2025-03-05 18:44:26,Completed,INR,UPI
ORD0000220,CUST000504,ST019,Store,2026-03-11 10:08:10,Cancelled,INR,UPI
ORD0000221,CUST009153,ST034,Store,2025-01-31 22:58:41,Completed,INR,UPI
ORD0000222,CUST019996,ST041,Store,2025-11-10 12:22:04,Completed,INR,NetBanking
ORD0000223,CUST001540,,Web,2025-04-26 10:32:30,Completed,SGD,UPI
ORD0000224,CUST018944,,Web,2025-06-27 13:06:06,Returned,USD,NetBanking
ORD0000225,CUST016486,,App,2026-11-09 11:17:23,Completed,INR,UPI
ORD0000226,CUST011125,ST037,Store,2025-12-14 20:33:43,Returned,INR,UPI
ORD0000227,CUST003515,ST016,Store,2026-11-27 13:28:47,Completed,INR,Card
ORD0000228,CUST024131,ST031,Store,2025-05-02 16:55:14,Completed,INR,COD
ORD0000229,CUST007966,ST041,Store,2025-12-20 14:12:24,Returned,INR,UPI
ORD0000230,CUST014317,,App,2025-10-19 07:38:20,Returned,INR,UPI
ORD0000231,CUST007395,,App,2026-02-25 16:15:58,Cancelled,INR,COD
ORD0000232,CUST020139,ST006,Store,2025-01-25 11:10:42,Completed,INR,NetBanking
ORD0000233,CUST003498,,App,2025-09-05 12:48:31,Completed,INR,COD
ORD0000234,CUST000642,,Web,2025-11-19 08:43:29,Completed,INR,UPI
ORD0000235,CUST014795,,App,2025-08-01 11:10:21,Completed,INR,Card
ORD0000236,CUST002128,ST007,Store,2025-12-28 08:57:27,Completed,INR,UPI
ORD0000237,CUST017078,ST018,Store,2026-05-27 14:38:55,Completed,INR,UPI
ORD0000238,CUST000074,ST033,Store,2025-02-01 07:44:48,Completed,USD,Card
ORD0000239,CUST005060,,App,2026-02-02 13:41:30,Completed,USD,UPI
ORD0000240,CUST005707,ST001,Store,2025-08-20 11:51:02,Cancelled,USD,UPI
ORD0000241,CUST021920,ST034,Store,2025-10-21 20:17:44,Completed,INR,UPI
ORD0000242,CUST015937,ST005,Store,2025-06-11 14:08:54,Completed,INR,NetBanking
ORD0000243,CUST015305,ST010,Store,2026-01-06 13:54:07,Returned,INR,COD
ORD0000244,CUST002516,ST021,Store,2026-02-09 11:35:21,Completed,INR,NetBanking
ORD0000245,CUST020301,,App,2026-03-31 12:02:46,Completed,INR,COD
ORD0000246,CUST008119,ST021,Store,2025-01-11 07:01:18,Completed,INR,UPI
ORD0000247,CUST007739,,Web,2025-05-15 20:13:04,Completed,INR,Card
ORD0000248,CUST012155,ST008,Store,2025-11-30 18:54:27,Completed,INR,UPI
ORD0000249,CUST014098,ST011,Store,2026-01-02 16:33:09,Cancelled,INR,Card
ORD0000250,CUST024734,,Web,2026-03-01 22:06:53,Completed,INR,Card
ORD0000251,CUST000155,,Web,2025-02-27 12:54:26,Completed,SGD,Card
ORD0000252,CUST008435,,Web,2025-07-14 16:31:18,Completed,INR,NetBanking
ORD0000253,CUST022110,ST009,Store,2025-08-18 11:44:23,Completed,INR,Card
ORD0000254,CUST010839,,App,2026-06-10 12:55:39,Completed,INR,Card
ORD0000255,CUST023358,,App,2025-11-09 19:36:23,Completed,USD,COD
ORD0000256,CUST004193,ST021,Store,2026-10-23 07:58:01,Completed,INR,Card
ORD0000257,CUST011160,ST017,Store,2025-01-27 17:38:47,Completed,INR,COD
ORD0000258,CUST001278,ST033,Store,2026-02-05 17:05:40,Completed,INR,UPI
ORD0000259,CUST021547,,Web,2025-08-22 12:54:35,Cancelled,INR,Card
ORD0000260,CUST016821,ST014,Store,2025-12-02 18:32:49,Completed,INR,Card
ORD0000261,CUST018957,ST036,Store,2025-07-12 13:10:31,Completed,INR,COD
ORD0000262,CUST022455,ST037,Store,2025-08-26 07:13:10,Completed,INR,UPI
ORD0000263,CUST015884,ST013,Store,2025-08-25 09:49:51,Completed,INR,Card
ORD0000264,CUST015381,ST029,Store,2025-11-25 15:11:09,Completed,INR,UPI
ORD0000265,CUST006466,ST042,Store,2025-02-28 09:49:04,Completed,INR,UPI
ORD0000266,CUST009424,,Web,2025-07-28 21:17:37,Completed,INR,COD
ORD0000267,CUST021119,,App,2026-02-02 12:52:53,Completed,INR,Card
ORD0000268,CUST004531,ST004,Store,2025-11-28 10:24:59,Completed,INR,UPI
ORD0000269,CUST004101,ST022,Store,2025-03-28 15:41:54,Completed,INR,Card
ORD0000270,CUST006090,ST040,Store,2026-05-06 13:24:52,Completed,INR,COD
ORD0000271,CUST009132,ST035,Store,2026-04-05 16:48:49,Completed,INR,UPI
ORD0000272,CUST021648,ST024,Store,2025-08-03 17:50:56,Completed,INR,UPI
ORD0000273,CUST007407,,Web,2025-11-18 10:25:05,Completed,SGD,Card
ORD0000274,CUST003616,ST014,Store,2025-12-13 14:16:41,Completed,INR,Card
ORD0000275,CUST017226,,App,2025-06-13 16:24:05,Completed,INR,Card
ORD0000276,CUST002778,ST033,Store,2026-01-09 15:50:16,Completed,INR,Card
ORD0000277,CUST012291,ST007,Store,2025-12-05 15:21:25,Completed,INR,UPI
ORD0000278,CUST014475,,App,2026-11-01 16:18:58,Completed,INR,UPI
ORD0000279,CUST010956,ST040,Store,2025-09-19 16:58:29,Completed,INR,NetBanking
ORD0000280,CUST021717,,Web,2025-01-05 20:38:48,Completed,INR,COD
ORD0000281,CUST004654,ST025,Store,2025-11-29 17:01:45,Completed,INR,UPI
ORD0000282,CUST021720,,App,2025-08-06 10:10:48,Completed,INR,Card
ORD0000283,CUST015033,ST008,Store,2025-11-02 07:52:27,Completed,INR,Wallet
ORD0000284,CUST020233,,Web,2026-04-23 15:05:54,Completed,INR,UPI
ORD0000285,CUST012783,ST037,Store,2025-08-18 16:08:03,Completed,INR,Card
ORD0000286,CUST018896,ST003,Store,2026-04-06 14:54:47,Completed,INR,UPI
ORD0000287,CUST016314,ST027,Store,2025-06-03 16:02:36,Completed,INR,Card
ORD0000288,CUST009963,ST036,Store,2026-01-28 12:19:57,Completed,INR,UPI
ORD0000289,CUST014566,ST014,Store,2025-09-18 20:45:20,Completed,INR,Card
ORD0000290,CUST022412,ST033,Store,2026-10-05 18:16:35,Completed,INR,UPI
ORD0000291,CUST020942,,Web,2025-10-22 11:12:48,Completed,INR,Card
ORD0000292,CUST004713,ST026,Store,2025-12-21 13:41:41,Completed,INR,UPI
ORD0000293,CUST017227,ST040,Store,2025-06-05 14:36:16,Returned,INR,Card
ORD0000294,CUST019561,,Web,2026-05-05 09:51:03,Completed,INR,UPI
ORD0000295,CUST007490,ST027,Store,2025-10-19 21:29:53,Completed,INR,Card
ORD0000296,CUST018193,,Web,2026-04-16 16:09:32,Completed,INR,COD
ORD0000297,CUST008762,,Web,2025-06-07 08:04:50,Returned,INR,UPI
ORD0000298,CUST005442,ST035,Store,2025-01-06 07:53:54,Completed,INR,NetBanking
ORD0000299,CUST004266,,Web,2025-05-13 12:58:16,Completed,INR,Card
ORD0000300,CUST024060,,Web,2026-01-06 11:41:14,Completed,INR,UPI
ORD0000301,CUST009232,,App,2025-06-11 12:31:41,Completed,INR,NetBanking
ORD0000302,CUST004233,ST002,Store,2025-09-25 08:41:01,Completed,INR,Card
ORD0000303,CUST020124,,Web,2026-01-12 22:53:58,Cancelled,INR,UPI
ORD0000304,CUST011097,,Web,2025-02-10 21:58:25,Completed,INR,Card
ORD0000305,CUST015297,ST031,Store,2025-08-26 20:09:27,Completed,INR,UPI
ORD0000306,CUST019308,,App,2026-11-21 10:30:51,Completed,USD,Wallet
ORD0000307,CUST014902,,App,2025-02-09 22:52:07,Completed,INR,UPI
ORD0000308,CUST016881,,Web,2025-01-02 18:50:01,Completed,INR,UPI
ORD0000309,CUST010075,ST015,Store,2025-10-29 15:11:41,Completed,INR,Wallet
ORD0000310,CUST003656,,Web,2026-06-03 12:14:06,Completed,INR,Card
ORD0000311,CUST011266,ST011,Store,2025-03-20 09:36:32,Completed,SGD,UPI
ORD0000312,CUST012740,,Web,2026-11-29 07:09:46,Completed,SGD,COD
ORD0000313,CUST020330,,Web,2025-01-09 07:21:05,Completed,INR,Card
ORD0000314,CUST016316,ST015,Store,2025-12-29 15:12:05,Completed,INR,Wallet
ORD0000315,CUST006107,ST039,Store,2025-02-05 21:05:07,Completed,INR,UPI
ORD0000316,CUST008463,ST034,Store,2025-09-07 18:13:55,Completed,INR,UPI
ORD0000317,CUST007342,ST041,Store,2026-03-10 07:26:36,Completed,INR,UPI
ORD0000318,CUST018760,ST038,Store,2026-01-14 12:30:20,Completed,INR,Card
ORD0000319,CUST010907,,Web,2026-03-06 16:22:11,Completed,INR,COD
ORD0000320,CUST013166,,Web,2025-05-26 20:58:36,Completed,INR,COD
ORD0000321,CUST007734,ST036,Store,2025-10-27 15:48:40,Completed,INR,Card
ORD0000322,CUST013455,ST026,Store,2025-04-07 17:37:58,Completed,INR,UPI
ORD0000323,CUST018803,ST031,Store,2025-09-12 18:59:08,Completed,INR,UPI
ORD0000324,CUST000517,ST018,Store,2026-04-20 08:30:55,Returned,SGD,COD
ORD0000325,CUST008954,,App,2025-04-09 11:07:11,Completed,INR,UPI
ORD0000326,CUST004390,ST024,Store,2026-02-22 18:31:07,Completed,INR,UPI
ORD0000327,CUST009068,ST014,Store,2026-02-16 12:36:44,Completed,INR,COD
ORD0000328,CUST016130,,App,2026-05-14 10:08:02,Completed,INR,Card
