order_item_id,order_id,sku,quantity,unit_price,discount_amount
OI00000036,ORD0084863,SKU009614,3,1682.47,0.0
OI00000037,ORD0070533,SKU009024,4,480.37,0.0
OI00000038,ORD0014659,SKU003745,3,230.67,35.04
OI00000039,ORD0084877,SKU003986,3,648.22,0.0
OI00000040,ORD0038754,SKU008297,5,781.43,0.0
OI00000041,ORD0088963,SKU010339,4,521.57,0.0
OI00000042,ORD0046843,SKU009067,3,299.02,0.0
OI00000043,ORD0056710,SKU007707,3,524.32,161.33
OI00000044,ORD0030598,SKU012413,1,2183.85,340.34
OI00000045,ORD0035403,SKU012145,5,1751.97,0.0
OI00000046,ORD0112019,SKU010621,2,193.93,19.64
OI00000047,ORD0006689,SKU005081,2,1075.47,0.0
OI00000048,ORD0045303,SKU011470,1,2551.88,0.0
OI00000049,ORD0096571,SKU001861,4,779.9,1386.48
OI00000050,ORD0095033,SKU007807,1,89.98,0.0
OI00000051,ORD0015398,SKU010774,4,965.55,601.9
OI00000052,ORD0007206,SKU007580,1,467.96,23.69
OI00000053,ORD0095737,SKU002098,2,394.34,0.0
OI00000054,ORD0057393,SKU008586,1,3121.72,1012.45
OI00000055,ORD0016734,SKU002135,1,550.17,0.0
OI00000056,ORD0032739,SKU003584,1,372.75,78.47
OI00000057,ORD0037731,SKU011266,1,403.03,179.12
OI00000058,ORD0083958,SKU000170,1,237.83,0.0
OI00000059,ORD0029827,SKU002601,4,175.36,227.5
OI00000060,ORD0089008,SKU003870,2,616.59,399.95
OI00000061,ORD0023839,SKU011812,3,463.42,216.67
OI00000062,ORD0090994,SKU000412,2,1056.28,106.97
OI00000063,ORD0095387,SKU001440,2,574.83,0.0
OI00000064,ORD0100567,SKU006997,2,76.74,23.92
OI00000065,ORD0086456,SKU012385,1,834.53,0.0
OI00000066,ORD0019720,SKU005981,4,1122.31,460.44
OI00000067,ORD0035259,SKU010182,1,114.41,17.83
OI00000068,ORD0101686,SKU000464,3,909.28,279.78
OI00000069,ORD0049964,SKU010490,5,2918.3,1496.57
OI00000070,ORD0011824,SKU007449,2,265.45,0.0
OI00000071,ORD0039232,SKU001314,1,1136.42,57.54
OI00000072,ORD0102902,SKU003142,4,876.58,177.54
OI00000073,ORD0035627,SKU004224,4,1368.7,561.52
OI00000074,ORD0018341,SKU000907,1,1531.09,0.0
OI00000075,ORD0045466,SKU002720,5,1783.43,0.0
OI00000076,ORD0076553,SKU009179,4,948.27,0.0
OI00000077,ORD0044356,SKU004396,1,625.87,0.0
OI00000078,ORD0044831,SKU004205,1,1558.47,0.0
OI00000079,ORD0110592,SKU002147,5,251.58,63.69
OI00000080,ORD0038499,SKU005865,2,544.05,111.6
OI00000081,ORD0032080,SKU002979,1,267.67,13.55
OI00000082,ORD0002395,SKU012400,5,287.67,302.81
OI00000083,ORD0031893,SKU007998,1,1831.92,0.0
OI00000084,ORD0098402,SKU000498,2,783.01,244.06
OI00000085,ORD0101186,SKU007915,1,175.92,0.0
OI00000086,ORD0037602,SKU001437,1,985.99,438.22
OI00000087,ORD0038160,SKU006599,1,281.79,14.27
OI00000088,ORD0044951,SKU004616,1,172.28,76.57
OI00000089,ORD0094632,SKU010605,5,1132.45,0.0
OI00000090,ORD0041581,SKU011015,5,757.1,0.0
OI00000091,ORD0025023,SKU011296,2,353.71,0.0
OI00000092,ORD0007697,SKU000549,4,1463.71,1232.6
OI00000093,ORD0023414,SKU011703,4,1187.8,0.0
OI00000094,ORD0106663,SKU002889,4,874.79,177.17
OI00000095,ORD0075988,SKU003110,2,585.37,520.33
OI00000096,ORD0010550,SKU005751,2,288.65,121.54
OI00000097,ORD0114815,SKU005336,3,345.62,52.5
OI00000098,ORD0018876,SKU002544,1,1408.1,0.0
OI00000099,ORD0060623,SKU003271,2,1476.81,149.55
OI00000100,ORD0062584,SKU001620,4,1281.98,0.0
OI00000101,ORD0113546,SKU011906,1,182.46,0.0
OI00000102,ORD0018494,SKU000732,4,88.03,54.88
OI00000103,ORD0059833,SKU009322,1,104.61,0.0
OI00000104,ORD0075094,SKU008930,5,2642.14,0.0
OI00000105,ORD0094050,SKU003168,1,556.66,0.0
OI00000106,ORD0036915,SKU010244,2,928.38,190.44
OI00000107,ORD0033493,SKU001101,1,1800.39,91.16
OI00000108,ORD0113706,SKU010650,4,1148.2,0.0
OI00000109,ORD0113078,SKU006453,3,194.76,259.68
OI00000110,ORD0086899,SKU011076,3,881.3,556.61
OI00000111,ORD0042090,SKU000990,1,1361.11,441.44
OI00000112,ORD0083095,SKU001319,2,2367.81,0.0
OI00000113,ORD0025171,SKU007142,1,2490.65,126.11
OI00000114,ORD0069693,SKU005680,4,1247.61,2217.97
OI00000115,ORD0037675,SKU011696,4,501.68,891.87
OI00000116,ORD0039166,SKU000441,2,186.71,0.0
OI00000117,ORD0016738,SKU006196,1,879.26,185.11
OI00000118,ORD0060760,SKU011251,3,1226.27,0.0
OI00000119,ORD0077880,SKU011579,3,462.87,617.16
OI00000120,ORD0030149,SKU001983,3,261.85,39.77
OI00000121,ORD0069934,SKU001561,5,2437.75,0.0
OI00000122,ORD0037422,SKU007984,5,665.45,0.0
OI00000123,ORD0081829,SKU005620,3,533.54,0.0
OI00000124,ORD0037398,SKU001457,4,831.93,0.0
OI00000125,ORD0037957,SKU011786,1,277.8,0.0
OI00000126,ORD0101666,SKU004178,5,355.61,576.66
OI00000127,ORD0016053,SKU000223,3,935.69,287.9
OI00000128,ORD0066333,SKU008018,1,669.66,0.0
OI00000129,ORD0108698,SKU002110,2,3900.38,394.98
OI00000130,ORD0086608,SKU003537,3,578.46,270.45
OI00000131,ORD0029350,SKU006873,1,780.14,121.58
OI00000132,ORD0072197,SKU006001,3,252.71,0.0
OI00000133,ORD0110084,SKU002640,1,2263.34,0.0
OI00000134,ORD0116520,SKU008664,3,392.99,183.74
OI00000135,ORD0055230,SKU009371,4,247.72,101.63
OI00000136,ORD0032630,SKU006925,1,179.65,18.43
OI00000137,ORD0073196,SKU005366,4,4334.76,0.0
OI00000138,ORD0012744,SKU000581,1,2440.17,0.0
OI00000139,ORD0005892,SKU011334,1,485.85,0.0
OI00000140,ORD0067510,SKU007343,1,649.21,0.0
OI00000141,ORD0097198,SKU001460,1,1657.9,170.04
OI00000142,ORD0038089,SKU003040,1,1928.3,300.51
OI00000143,ORD0100148,SKU001183,2,679.26,68.79
OI00000144,ORD0045164,SKU006607,2,388.53,39.34
OI00000145,ORD0024019,SKU003353,5,585.74,1301.64
OI00000146,ORD0062171,SKU010978,2,633.36,410.83
OI00000147,ORD0108290,SKU010187,2,1085.98,0.0
OI00000148,ORD0048795,SKU009269,2,2142.63,0.0
OI00000149,ORD0046545,SKU006257,1,76.0,7.8
OI00000150,ORD0060545,SKU004100,2,364.16,74.7
OI00000151,ORD0035968,SKU002768,5,394.79,0.0
OI00000152,ORD0054137,SKU003782,2,145.5,0.0
OI00000153,ORD0094442,SKU012022,1,605.1,0.0
OI00000154,ORD0115329,SKU000860,1,1180.12,248.45
OI00000155,ORD0016873,SKU005105,1,451.18,0.0
OI00000156,ORD0020619,SKU010461,1,123.41,12.66
OI00000157,ORD0052094,SKU012111,1,1965.17,0.0
OI00000158,ORD0057787,SKU001475,4,559.24,113.26
OI00000159,ORD0052616,SKU001890,1,344.89,35.37
OI00000160,ORD0030903,SKU012222,1,5281.47,267.42
OI00000161,ORD0117017,SKU006010,5,1022.41,0.0
OI00000162,ORD0057837,SKU003756,2,980.09,635.74
OI00000163,ORD0077468,SKU007004,1,814.35,0.0
OI00000164,ORD0100828,SKU001283,4,127.23,25.77
OI00000165,ORD0068100,SKU008661,1,1129.97,176.1
OI00000166,ORD0038746,SKU005026,2,848.6,0.0
OI00000167,ORD0019023,SKU004901,1,98.19,0.0
OI00000168,ORD0008335,SKU010126,5,1505.91,0.0
OI00000169,ORD0090475,SKU008113,2,1080.13,0.0
OI00000170,ORD0083271,SKU004833,3,785.81,0.0
OI00000171,ORD0003408,SKU010001,3,1623.58,246.62
OI00000172,ORD0064009,SKU002673,5,473.44,0.0
OI00000173,ORD0005638,SKU011850,1,1084.44,169.0
OI00000174,ORD0023159,SKU002026,5,543.12,0.0
OI00000175,ORD0027080,SKU001528,2,700.08,218.21
OI00000176,ORD0043579,SKU008940,3,900.61,277.11
OI00000177,ORD0035126,SKU009979,3,458.49,0.0
OI00000178,ORD0085435,SKU001664,1,273.68,13.86
OI00000179,ORD0068347,SKU006511,4,498.46,310.73
OI00000180,ORD0107831,SKU011804,4,566.16,0.0
OI00000181,ORD0050987,SKU005134,1,1279.6,0.0
OI00000182,ORD0087191,SKU006961,2,1860.95,1207.1
OI00000183,ORD0025526,SKU001226,2,883.98,181.33
OI00000184,ORD0053156,SKU005709,2,1009.94,0.0
OI00000185,ORD0019454,SKU009664,5,305.02,494.62
OI00000186,ORD0048615,SKU004620,1,668.55,297.13
OI00000187,ORD0068297,SKU008014,1,212.47,0.0
OI00000188,ORD0052322,SKU007274,5,217.59,229.04
OI00000189,ORD0040815,SKU010272,1,149.29,0.0
OI00000190,ORD0084941,SKU004812,3,1943.29,0.0
OI00000191,ORD0115724,SKU002834,4,2092.17,0.0
OI00000192,ORD0068800,SKU006366,5,217.3,0.0
OI00000193,ORD0020874,SKU005955,4,1493.39,0.0
OI00000194,ORD0003555,SKU006693,2,763.67,238.03
OI00000195,ORD0009269,SKU011391,3,2477.59,1158.35
OI00000196,ORD0007135,SKU005869,1,297.87,15.08
OI00000197,ORD0026746,SKU006610,4,533.82,108.12
OI00000198,ORD0073639,SKU001533,1,3142.7,0.0
OI00000199,ORD0117460,SKU006904,2,761.11,156.13
OI00000200,ORD0032202,SKU012256,1,641.21,0.0
OI00000201,ORD0075498,SKU004149,1,104.33,0.0
OI00000202,ORD0075305,SKU003964,4,614.8,0.0
OI00000203,ORD0094699,SKU004223,1,2740.18,0.0
OI00000204,ORD0034368,SKU012475,2,1151.27,116.58
OI00000205,ORD0073021,SKU006909,2,410.11,0.0
OI00000206,ORD0104499,SKU010880,1,482.06,0.0
OI00000207,ORD0033099,SKU012238,1,1958.94,0.0
OI00000208,ORD0017577,SKU003716,1,648.16,0.0
OI00000209,ORD0009883,SKU007853,1,546.85,56.09
OI00000210,ORD0069108,SKU003067,2,589.45,183.73
OI00000211,ORD0115652,SKU011815,3,843.41,0.0
OI00000212,ORD0025068,SKU009397,4,1769.24,0.0
OI00000213,ORD0054142,SKU004209,1,475.84,0.0
OI00000214,ORD0002634,SKU010305,1,1516.86,319.34
OI00000215,ORD0060503,SKU000828,1,408.42,20.68
OI00000216,ORD0089667,SKU008540,1,225.67,47.51
OI00000217,ORD0080502,SKU009603,3,400.5,389.67
OI00000218,ORD0000303,SKU004622,2,803.5,81.37
OI00000219,ORD0087052,SKU010951,5,274.19,0.0
OI00000220,ORD0091874,SKU003491,1,111.41,0.0
OI00000221,ORD0031407,SKU008575,4,527.25,328.67
OI00000222,ORD0063960,SKU011902,2,507.54,104.11
OI00000223,ORD0037108,SKU007055,1,1143.63,0.0
OI00000224,ORD0063721,SKU007712,2,784.34,79.43
OI00000225,ORD0027219,SKU008059,1,487.12,102.55
OI00000226,ORD0087818,SKU007485,2,445.18,138.76
OI00000227,ORD0000609,SKU004073,1,1625.84,0.0
OI00000228,ORD0005080,SKU007450,1,416.15,0.0
OI00000229,ORD0069511,SKU011848,1,989.97,0.0
OI00000230,ORD0000066,SKU007178,5,583.95,0.0
OI00000231,ORD0047301,SKU003460,3,82.56,12.54
OI00000232,ORD0093791,SKU005167,1,409.38,181.95
OI00000233,ORD0063407,SKU006955,2,1665.42,0.0
OI00000234,ORD0040330,SKU003123,5,1482.37,1155.09
OI00000235,ORD0027456,SKU006058,1,630.2,0.0
OI00000236,ORD0090645,SKU003072,4,504.45,0.0
OI00000237,ORD0057467,SKU003865,4,565.81,352.71
OI00000238,ORD0046529,SKU008016,3,633.72,0.0
OI00000239,ORD0043871,SKU005595,1,774.51,163.05
OI00000240,ORD0117192,SKU011747,3,1431.12,0.0
OI00000241,ORD0100670,SKU009476,1,3247.17,333.04
OI00000242,ORD0089508,SKU009513,5,288.8,0.0
OI00000243,ORD0079261,SKU005969,5,449.02,230.26
OI00000244,ORD0050650,SKU007850,1,483.52,0.0
OI00000245,ORD0049600,SKU011477,1,1397.86,70.78
OI00000246,ORD0069667,SKU000277,4,1405.6,0.0
OI00000247,ORD0099982,SKU011128,3,959.99,0.0
OI00000248,ORD0109363,SKU001038,1,2608.71,0.0
OI00000249,ORD0093610,SKU001874,3,1396.04,0.0
OI00000250,ORD0113840,SKU009576,3,708.36,107.6
OI00000251,ORD0099743,SKU002666,1,661.06,0.0
OI00000252,ORD0011365,SKU002288,1,853.71,0.0
OI00000253,ORD0045039,SKU004117,2,634.16,0.0
OI00000254,ORD0028756,SKU008882,1,1325.32,206.54
OI00000255,ORD0041464,SKU008344,3,1504.07,0.0
OI00000256,ORD0053521,SKU011602,1,366.36,0.0
OI00000257,ORD0071854,SKU007816,1,197.83,10.02
OI00000258,ORD0059454,SKU000059,2,814.45,253.85
OI00000259,ORD0085763,SKU008921,2,396.88,0.0
OI00000260,ORD0031230,SKU012135,2,328.0,0.0
OI00000261,ORD0117200,SKU009833,1,429.33,44.03
OI00000262,ORD0113911,SKU006345,3,235.01,0.0
OI00000263,ORD0019571,SKU002858,1,75.54,11.77
OI00000264,ORD0077754,SKU002564,1,1509.61,154.83
OI00000265,ORD0006120,SKU006992,1,1329.29,136.34
OI00000266,ORD0058251,SKU003918,1,534.45,0.0
OI00000267,ORD0098488,SKU010269,2,314.77,0.0
OI00000268,ORD0077474,SKU003944,1,414.05,0.0
OI00000269,ORD0116418,SKU004262,1,584.07,0.0
OI00000270,ORD0087640,SKU001937,3,940.8,0.0
OI00000271,ORD0030308,SKU002308,2,415.69,0.0
OI00000272,ORD0093996,SKU011325,3,452.22,0.0
OI00000273,ORD0113534,SKU000537,3,132.28,40.7
OI00000274,ORD0027324,SKU005751,1,288.65,60.77
OI00000275,ORD0071325,SKU003166,2,183.91,0.0
OI00000276,ORD0044115,SKU008818,3,109.34,33.64
OI00000277,ORD0117747,SKU007268,1,2262.56,232.06
OI00000278,ORD0036422,SKU007995,3,1200.25,0.0
OI00000279,ORD0080900,SKU003420,2,680.22,0.0
OI00000280,ORD0013807,SKU000317,2,354.93,72.81
OI00000281,ORD0081370,SKU011350,2,593.96,185.13
OI00000282,ORD0060765,SKU000866,3,480.05,640.07
OI00000283,ORD0105330,SKU010722,1,4360.51,1414.22
OI00000284,ORD0041016,SKU003102,2,433.28,0.0
OI00000285,ORD0025103,SKU004440,3,694.19,0.0
OI00000286,ORD0059795,SKU001844,1,1294.45,65.54
OI00000287,ORD0042892,SKU007868,1,2155.09,0.0
OI00000288,ORD0095395,SKU000330,1,556.55,0.0
OI00000289,ORD0063620,SKU002838,1,14525.25,2263.68
OI00000290,ORD0084528,SKU010534,1,174.98,36.84
OI00000291,ORD0117912,SKU003954,1,663.52,103.41
OI00000292,ORD0015287,SKU010719,2,823.19,168.86
OI00000293,ORD0053980,SKU011800,1,308.23,15.61
OI00000294,ORD0068148,SKU001326,3,641.33,97.42
OI00000295,ORD0048701,SKU004879,1,311.43,15.77
OI00000296,ORD0012314,SKU000094,1,201.31,0.0
OI00000297,ORD0016234,SKU004712,1,1381.03,69.93
OI00000298,ORD0049148,SKU002613,3,325.69,152.27
OI00000299,ORD0098145,SKU007242,5,1318.2,0.0
OI00000300,ORD0105018,SKU001734,5,481.22,780.36
OI00000301,ORD0069774,SKU005423,5,1056.9,0.0
OI00000302,ORD0028958,SKU002730,2,240.44,49.32
OI00000303,ORD0087824,SKU001778,2,746.8,0.0
OI00000304,ORD0058460,SKU005325,1,1470.62,0.0
OI00000305,ORD0012177,SKU006366,2,214.58,21.73
OI00000306,ORD0033785,SKU007942,4,315.01,63.8
OI00000307,ORD0081227,SKU011261,1,781.21,80.12
OI00000308,ORD0027291,SKU001058,1,239.37,0.0
OI00000309,ORD0073948,SKU007855,2,802.72,164.66
OI00000310,ORD0040807,SKU002727,1,517.22,0.0
OI00000311,ORD0088670,SKU000560,1,441.71,22.36
OI00000312,ORD0092062,SKU003636,4,224.83,45.54
OI00000313,ORD0026609,SKU011157,4,220.12,285.56
OI00000314,ORD0029611,SKU000248,4,1448.87,0.0
OI00000315,ORD0012983,SKU006212,1,1662.72,0.0
OI00000316,ORD0024483,SKU001753,3,803.52,375.67
OI00000317,ORD0065364,SKU002756,2,4494.11,0.0
OI00000318,ORD0046747,SKU002633,2,976.51,0.0
OI00000319,ORD0114576,SKU004814,1,709.17,0.0
OI00000320,ORD0074376,SKU011685,1,347.29,73.11
OI00000321,ORD0085020,SKU010636,1,1384.43,0.0
OI00000322,ORD0021178,SKU011002,5,635.89,326.1
OI00000323,ORD0000438,SKU006779,5,608.47,154.04
OI00000324,ORD0079299,SKU001824,3,1709.68,2279.57
OI00000325,ORD0021155,SKU007663,3,47.27,22.1
OI00000326,ORD0021827,SKU009719,2,1810.45,183.34
OI00000327,ORD0006437,SKU012224,4,377.51,0.0
OI00000328,ORD0103925,SKU002039,3,2139.79,1000.42
OI00000329,ORD0097903,SKU012349,1,919.43,0.0
OI00000330,ORD0109769,SKU007053,1,353.37,0.0
OI00000331,ORD0013684,SKU010163,5,1166.44,0.0
OI00000332,ORD0063807,SKU010417,5,684.56,0.0
OI00000333,ORD0117363,SKU003323,2,450.87,0.0
OI00000334,ORD0113930,SKU000903,2,1069.4,333.32
OI00000335,ORD0055537,SKU011552,4,1048.5,0.0
OI00000336,ORD0038091,SKU005075,2,647.48,132.82
OI00000337,ORD0011872,SKU005320,5,535.77,0.0
OI00000338,ORD0055463,SKU004956,5,500.22,0.0
OI00000339,ORD0060560,SKU006078,1,256.23,0.0
OI00000340,ORD0057411,SKU009121,5,1842.17,2987.31
OI00000341,ORD0110888,SKU000156,4,633.19,533.22
OI00000342,ORD0059576,SKU009900,1,1825.24,0.0
OI00000343,ORD0074422,SKU008685,2,594.19,0.0
OI00000344,ORD0044421,SKU001973,1,2947.37,302.29
OI00000345,ORD0107324,SKU003898,4,1655.02,678.98
OI00000346,ORD0046610,SKU012164,2,440.46,0.0
OI00000347,ORD0010982,SKU006576,1,1417.31,71.76
OI00000348,ORD0054721,SKU010774,4,978.09,401.27
OI00000349,ORD0099867,SKU008580,4,391.52,329.7
OI00000350,ORD0097065,SKU008795,2,58.86,5.96
OI00000351,ORD0087647,SKU006878,5,628.66,0.0
OI00000352,ORD0035848,SKU006963,5,402.41,313.57
OI00000353,ORD0037838,SKU002695,5,951.49,0.0
OI00000354,ORD0078053,SKU008653,1,99.18,20.88
OI00000355,ORD0035174,SKU011111,2,2114.99,0.0
OI00000356,ORD0002272,SKU007429,4,600.02,0.0
OI00000357,ORD0021233,SKU008832,3,1993.55,2658.07
OI00000358,ORD0032210,SKU004530,2,475.17,97.47
OI00000359,ORD0106576,SKU012246,4,796.51,161.32
OI00000360,ORD0118580,SKU009656,1,368.85,37.83
OI00000361,ORD0077643,SKU011472,2,227.71,23.06
OI00000362,ORD0115780,SKU000367,2,1378.04,429.52
OI00000363,ORD0014202,SKU011785,1,1058.78,470.57
OI00000364,ORD0086328,SKU000155,1,719.13,233.23
OI00000365,ORD0022085,SKU001163,5,2061.43,3342.86
OI00000366,ORD0001239,SKU011088,2,1986.59,1288.6
OI00000367,ORD0113782,SKU008963,5,292.11,307.48
OI00000368,ORD0031087,SKU008090,4,800.59,0.0
OI00000369,ORD0028698,SKU007429,1,585.02,60.0
OI00000370,ORD0039450,SKU008509,1,244.25,0.0
OI00000371,ORD0007547,SKU005780,2,2305.47,718.59
OI00000372,ORD0076729,SKU000525,2,863.54,0.0
OI00000373,ORD0077276,SKU008234,4,716.41,446.59
OI00000374,ORD0052062,SKU004996,2,626.07,195.14
OI00000375,ORD0083818,SKU003680,2,1311.93,269.11
OI00000376,ORD0105996,SKU002288,2,853.71,0.0
OI00000377,ORD0098428,SKU007727,1,904.6,0.0
OI00000378,ORD0085471,SKU011356,1,1268.47,411.4
OI00000379,ORD0003069,SKU007892,5,209.92,466.48
OI00000380,ORD0053547,SKU002702,1,1395.16,452.48
OI00000381,ORD0051159,SKU010992,2,464.24,0.0
OI00000382,ORD0109582,SKU006867,3,1191.78,0.0
OI00000383,ORD0118166,SKU003758,1,249.02,12.61
OI00000384,ORD0055091,SKU002683,1,610.51,95.14
OI00000385,ORD0054000,SKU001440,1,574.83,0.0
OI00000386,ORD0056422,SKU005111,1,218.2,0.0
OI00000387,ORD0064559,SKU009472,2,625.38,263.32
OI00000388,ORD0010556,SKU008746,2,1801.93,0.0
OI00000389,ORD0071219,SKU010818,1,592.71,60.79
OI00000390,ORD0008381,SKU006197,2,216.11,0.0
OI00000391,ORD0107669,SKU006967,2,703.57,0.0
OI00000392,ORD0076301,SKU007253,2,524.47,107.58
OI00000393,ORD0054807,SKU001511,2,1381.55,896.14
OI00000394,ORD0061368,SKU000670,1,265.48,27.23
OI00000395,ORD0003924,SKU012016,1,1717.34,763.26
OI00000396,ORD0074158,SKU011430,5,732.2,1187.36
OI00000397,ORD0055515,SKU000767,2,4503.9,0.0
OI00000398,ORD0046932,SKU000170,2,237.83,0.0
OI00000399,ORD0002853,SKU006920,4,1878.53,380.46
OI00000400,ORD0101457,SKU002548,4,490.6,99.36
OI00000401,ORD0035715,SKU003022,1,1060.75,53.71
OI00000402,ORD0003915,SKU003602,1,831.75,0.0
OI00000403,ORD0058323,SKU001092,2,542.21,351.7
OI00000404,ORD0079056,SKU003442,4,291.71,119.68
OI00000405,ORD0076909,SKU007771,4,198.06,0.0
OI00000406,ORD0082280,SKU003777,5,1407.12,356.23
OI00000407,ORD0026809,SKU010303,4,584.18,364.16
OI00000408,ORD0013504,SKU009795,3,1116.66,0.0
OI00000409,ORD0036107,SKU007978,5,113.15,119.11
OI00000410,ORD0038576,SKU008228,5,549.24,0.0
OI00000411,ORD0065950,SKU002440,2,528.33,164.67
OI00000412,ORD0097749,SKU008361,1,568.92,0.0
OI00000413,ORD0098411,SKU012154,1,1119.32,56.67
OI00000414,ORD0043597,SKU000572,2,510.66,159.17
OI00000415,ORD0009426,SKU000513,3,1149.95,0.0
OI00000416,ORD0020037,SKU002703,4,328.78,134.88
OI00000417,ORD0108917,SKU000673,1,1009.49,448.66
OI00000418,ORD0005501,SKU001959,2,266.54,0.0
OI00000419,ORD0007856,SKU009589,5,1113.68,571.12
OI00000420,ORD0023584,SKU005158,2,3929.97,397.97
OI00000421,ORD0027451,SKU009587,1,1187.22,0.0
OI00000422,ORD0015708,SKU008304,2,288.68,121.55
OI00000423,ORD0084936,SKU004837,1,586.13,0.0
OI00000424,ORD0021097,SKU002811,5,277.33,0.0
OI00000425,ORD0033787,SKU002700,5,2767.93,700.74
OI00000426,ORD0085899,SKU003904,1,2128.37,331.69
OI00000427,ORD0100608,SKU010605,5,1132.45,0.0
OI00000428,ORD0090741,SKU012209,1,73.59,3.73
OI00000429,ORD0014264,SKU002870,1,300.62,0.0
OI00000430,ORD0060780,SKU003512,1,1867.61,393.18
OI00000431,ORD0025082,SKU011276,5,820.69,639.5
OI00000432,ORD0035119,SKU008270,1,331.94,0.0
OI00000433,ORD0048667,SKU009442,1,367.36,37.68
OI00000434,ORD0068874,SKU009759,2,2693.07,839.4
OI00000435,ORD0091059,SKU004925,4,855.28,173.22
OI00000436,ORD0034356,SKU006801,3,538.82,340.31
OI00000437,ORD0056417,SKU011484,2,2845.74,0.0
OI00000438,ORD0047367,SKU006454,4,2589.43,0.0
OI00000439,ORD0087782,SKU002738,1,649.09,0.0
OI00000440,ORD0081485,SKU003636,2,216.3,91.07
OI00000441,ORD0117138,SKU012092,2,1283.87,0.0
OI00000442,ORD0061457,SKU007578,2,713.05,462.52
OI00000443,ORD0021445,SKU009163,3,104.1,0.0
OI00000444,ORD0116160,SKU010364,5,519.83,0.0
OI00000445,ORD0041590,SKU009568,3,871.17,1161.56
OI00000446,ORD0106436,SKU003356,5,449.96,999.92
OI00000447,ORD0071673,SKU006380,4,696.99,141.16
OI00000448,ORD0074476,SKU001107,1,614.13,95.71
OI00000449,ORD0021528,SKU003779,1,693.01,108.0
OI00000450,ORD0096239,SKU012134,3,644.79,407.24
OI00000451,ORD0030056,SKU009033,5,391.87,305.36
OI00000452,ORD0016957,SKU007222,5,311.92,159.96
OI00000453,ORD0105775,SKU011526,1,564.49,0.0
OI00000454,ORD0074089,SKU010736,4,429.2,86.93
OI00000455,ORD0042822,SKU007882,3,257.49,0.0
OI00000456,ORD0073330,SKU002884,3,259.88,0.0
OI00000457,ORD0025758,SKU007650,5,556.56,0.0
OI00000458,ORD0017166,SKU008495,1,861.8,88.39
OI00000459,ORD0040314,SKU001201,5,295.93,74.92
OI00000460,ORD0069986,SKU003728,1,2933.37,0.0
OI00000461,ORD0114525,SKU002037,1,396.07,61.72
OI00000462,ORD0001748,SKU011121,1,291.44,0.0
OI00000463,ORD0046317,SKU010369,1,287.06,0.0
OI00000464,ORD0104153,SKU007909,5,523.05,132.42
OI00000465,ORD0008098,SKU000929,5,1047.31,816.08
OI00000466,ORD0006912,SKU010126,2,1468.26,301.18
OI00000467,ORD0045962,SKU003772,2,121.42,12.3
OI00000468,ORD0079950,SKU001196,1,208.83,43.96
OI00000469,ORD0073925,SKU005592,4,523.96,0.0
OI00000470,ORD0044573,SKU001604,1,190.72,19.56
OI00000471,ORD0104662,SKU005375,2,605.77,0.0
OI00000472,ORD0024479,SKU006787,2,896.08,581.24
OI00000473,ORD0000609,SKU012282,5,1491.9,2419.3
OI00000474,ORD0088613,SKU007911,1,649.51,0.0
